id;chapter;index;name;aupadeshik;ganam;padam;settva;karma;kaumudi_dhatu_number;meaning;english_meaning;hindi_meaning
1010585;1;585;मव्य्;मव्यँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;508;बन्धने;to hinder, to tie, to bind, to stop, to resist;बांधना, रोकना
1010586;1;586;सूर्क्ष्य्;सूर्क्ष्यँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;509;ईर्ष्यायाम्;to envy, to grudge;ईर्ष्या करना, द्वेष करना
1010587;1;587;ईर्क्ष्य्;ईर्क्ष्यँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;510;ईर्ष्यायाम्;to envy, to grudge;ईर्ष्या करना, द्वेष करना
1010588;1;588;ईर्ष्य्;ईर्ष्यँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;511;ईर्ष्यायाम्;to envy, to grudge;ईर्ष्या करना, द्वेष करना
1010589;1;589;हय्;हयँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;512;गतौ;to go;जाना
1010590;1;590;शुच्य्;शुच्यँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;513;अभिषवे;to bathe, to give bath, to extract, to churn, to print;स्नान करना, सार निकलना, मथना, छापना
1010591;1;591;चुच्य्;चुच्यँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;513P;अभिषवे;to bathe, to give bath, to extract, to churn, to print;
1010592;1;592;हर्य्;हर्यँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;514;गतिकान्त्योः;to go,to glow, to shine;जाना, चमकना, प्रकाशित होना
1010593;1;593;अल्;अलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;515;भूषणपर्याप्तिवारणेषु;to decorate, to satisfy, to fulfill, to get rid of, to complete;भूषित करना, निवारण करना, पूरा करना
1010594;1;594;फल्;ञिफलाँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;516;विशरणे;to blossom, to bear fruits;विकसना, फल लग जाना
1010595;1;595;मील्;मीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;517;निमेषणे;to blink, to wink;आँखे मूदना, पलक मारना
1010596;1;596;श्मील्;श्मीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;518;निमेषणे;to blink, to wink;आँखे मूदना, पलक मारना
1010597;1;597;स्मील्;स्मीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;519;निमेषणे;to blink, to wink;आँखे मूदना, पलक मारना
1010598;1;598;क्ष्मील्;क्ष्मीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;520;निमेषणे;to blink, to wink;आँखे मूदना, पलक मारना
1010599;1;599;पील्;पीलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;521;प्रतिष्टम्भे;to be mad, to be insane, to stop, to resist, to obstruct;मुर्ख होना, थमाना, रोकना
1010600;1;600;नील्;णीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;522;वर्णे;to color, to dye, to paint, to darken;रंगना, रंगाना, नील रंग लगाना
1010601;1;601;शील्;शीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;523;समाधौ;to meditate,to practise, to concentrate, to think, to pray, to worship;मनन करना, मन को एकाग्र करना, पूजा करना
1010602;1;602;कील्;कीलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;524;बन्धने;to nail;बांधना, कीलोंसे मजबूत करना
1010603;1;603;कूल्;कूलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;525;आवरणे;to cover;आच्छादित करना, ढांकना
1010604;1;604;शूल्;शूलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;526;रुजायां सङ्घाते सङ्कोषे च;to be ill,to have stomach ache, to have pain;पेट दुखना, पीड़ा होना, आंव पड़ना, बीमार होना, शूल पर चढ़ना
1010605;1;605;तूल्;तूलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;527;निष्कर्षे;to extract;सार निकालना
1010606;1;606;पूल्;पूलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;528;सङ्घाते;to collect,to gather,to heap up,to assemble;ढेर करना, बटोरना, सञ्चित करना
1010607;1;607;मूल्;मूलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;529;प्रतिष्ठायाम्;to root, to be firm, to establish;जड़ जमाना
1010608;1;608;फल्;फलँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;530;निष्पत्तौ;to succeed, to complete, to conclude, to get good results;सफल होना
1010609;1;609;चुल्ल्;चुल्लँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;531;भावकरणे;to give opinion;अपना अभिप्राय बताना
1010610;1;610;फुल्ल्;फुल्लँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;532;विकसने;to develop, to glow, to blossom, to flourish;विक्सित होना, खिलना
1010611;1;611;चिल्ल्;चिल्लँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;533;शैथिल्ये भावकरणे च;to loosen, to express, to speak out;ढिलाई करना
1010612;1;612;तिल्;तिलँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;534;गतौ;to go;जाना
1010613;1;613;तिल्ल्;तिल्लँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;534P;गतौ;to go;
1010614;1;614;वेल्;वेलृँ;भ्वादि;परस्मैपदी;सेट्;सकर्मकः;535;चलने;to go, walk;चलना, जाना
1010615;1;615;चेल्;चेलृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;536;चलने;to go, walk;चलना, जाना
1010616;1;616;केल्;केलृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;537;चलने;to go, walk;चलना, जाना
1010617;1;617;खेल्;खेलृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;538;चलने;to go, walk;चलना, जाना
1010618;1;618;क्ष्वेल्;क्ष्वेलृँ;भ्वादि;परस्मैपदी;सेट्;अकर्मकः;539;चलने;to go, walk;चलना, जाना
